Quality,Fibre,Count,Finish,Print,Coverage,Consum,Issued,Balance,Meters,Mesh,Rod,Speed,Hits,Color-hits,Viscosity,Machine
18006,CT,80,None,Reactive,1.89,40,50,10,3810,195.0,10.0,30.0,2,0,79.0,3.0
18006,CT,80,None,Reactive,3.16,32,50,18,3810,195.0,10.0,30.0,2,0,77.0,3.0
18006,CT,80,None,Reactive,73.46,431,450,19,3810,165.0,12.0,30.0,2,2,75.0,3.0
18006,CT,80,None,Reactive,0.99,26,40,14,3810,165.0,10.0,30.0,2,0,78.0,3.0
18006,CT,80,None,Reactive,10.67,90,100,10,3810,165.0,10.0,30.0,2,1,80.0,3.0
18006,CT,80,None,Reactive,5.03,37,50,13,3810,165.0,10.0,30.0,2,0,,3.0
18006,CT,80,None,Reactive,2.87,35,50,15,3810,155.0,10.0,30.0,2,0,77.0,3.0
18006,CT,80,None,Reactive,6.5,59,70,11,3810,165.0,10.0,30.0,2,0,79.0,3.0
18006,CT,80,None,Reactive,43.51,233,248,15,3570,165.0,10.0,30.0,1,1,78.0,3.0
18006,CT,80,None,Reactive,7.71,56,70,14,3570,195.0,10.0,30.0,1,0,69.0,3.0
18006,CT,80,None,Reactive,3.38,39,50,11,3570,165.0,8.0,30.0,1,1,72.0,3.0
18006,CT,80,None,Reactive,0.95,32,40,8,3570,165.0,10.0,30.0,1,0,64.0,3.0
18006,CT,80,None,Reactive,20.53,110,120,10,3570,195.0,8.0,30.0,1,0,63.0,3.0
18006,CT,80,None,Reactive,3.1,32,40,8,3570,165.0,10.0,30.0,1,1,78.0,3.0
18006,CT,80,None,Reactive,6.33,53,66,13,3570,195.0,10.0,30.0,1,0,75.0,3.0
18006,CT,80,None,Reactive,27.98,102,120,18,3570,195.0,8.0,30.0,1,0,69.0,3.0
18006,CT,80,None,Reactive,1.18,31,40,9,3570,195.0,10.0,30.0,1,0,68.0,3.0
18006,CT,80,None,Reactive,1.24,32,40,8,3570,195.0,10.0,30.0,1,0,69.0,3.0
18006,CT,80,None,Reactive,3.44,39,50,11,3570,195.0,10.0,30.0,1,0,73.0,3.0
18006,CT,80,None,Reactive,7.63,52,70,18,3570,165.0,10.0,30.0,1,0,78.0,3.0
14000398,CV,40,None,Discharge,0.24,24,44,20,3900,125.0,12.0,30.0,2,1,85.0,3.0
14000398,CV,40,None,Discharge,0.96,28,40,12,3900,125.0,10.0,30.0,2,2,75.0,3.0
14000398,CV,40,None,Discharge,1.32,54,68,14,3900,125.0,12.0,30.0,2,2,78.0,3.0
14000398,CV,40,None,Discharge,0.24,22,40,18,3900,125.0,10.0,30.0,2,1,82.0,3.0
14000398,CV,40,None,Discharge,1.39,30,46,16,3900,125.0,12.0,30.0,2,1,77.0,3.0
14000398,CV,40,None,Discharge,7.15,65,75,10,3900,125.0,12.0,30.0,2,1,69.0,3.0
A132B148,CV,32,None,Reactive,77.34,2010,2040,30,12950,125.0,15.0,27.0,3,3,80.0,1.0
A132B148,CV,32,None,Reactive,0.13,65,80,15,12950,195.0,12.0,27.0,3,2,69.0,1.0
A132B148,CV,32,None,Reactive,0.6,70,80,10,12950,165.0,15.0,27.0,3,1,70.0,1.0
A132B148,CV,32,None,Reactive,2.93,94,110,16,12950,155.0,15.0,27.0,3,0,68.0,1.0
A132B148,CV,32,None,Reactive,3.47,125,140,15,12950,155.0,12.0,27.0,3,0,71.0,1.0
A132B148,CV,32,None,Reactive,1.01,72,90,18,12950,155.0,12.0,27.0,3,0,78.0,1.0
A132B148,CV,32,None,Reactive,1.21,73,90,17,12950,165.0,12.0,27.0,3,0,65.0,1.0
A132B148,CV,32,None,Reactive,2.78,120,140,20,12950,165.0,12.0,27.0,3,2,70.0,1.0
A132B148,CV,32,None,Reactive,2.72,96,110,14,12950,125.0,12.0,27.0,3,0,65.0,1.0
A132B148,CV,32,None,Reactive,3.9,92,110,18,12950,125.0,12.0,27.0,3,0,69.0,1.0
A132B148,CV,32,None,Reactive,10.11,270,290,20,12950,125.0,10.0,27.0,3,0,71.0,1.0
A132A927,CT,32,None,Pigment,0.83,22,40,18,1560,165.0,8.0,60.0,1,1,90.0,1.0
A140D080,CT,40,None,Reactive,16.4,110,135,25,3000,125.0,12.0,40.0,3,3,95.0,1.0
A140D080,CT,40,None,Reactive,3.1,50,72,22,3000,125.0,12.0,40.0,3,2,91.0,1.0
A140D080,CT,40,None,Reactive,16.06,111,135,24,3000,125.0,12.0,40.0,3,2,82.0,1.0
A140D080,CT,40,None,Reactive,11.08,87,107,20,3000,125.0,12.0,40.0,3,1,102.0,1.0
A140D080,CT,40,None,Reactive,15.17,98,120,22,3000,125.0,12.0,40.0,3,1,101.0,1.0
A140D080,CT,40,None,Reactive,6.49,43,57,14,3000,125.0,12.0,40.0,3,1,97.0,1.0
A140D080,CT,40,None,Reactive,11.39,67,83,16,3000,125.0,12.0,40.0,3,1,96.0,1.0
A140D080,CT,40,None,Reactive,8.7,71,86,15,3000,125.0,12.0,40.0,3,1,103.0,1.0
A140D080,CT,40,None,Reactive,9.78,75,95,20,3000,125.0,12.0,40.0,3,0,109.0,1.0
A130B680,V,30,None,Reactive,14.8,42,60,18,1350,155.0,15.0,27.0,1,0,73.0,1.0
A130B680,V,30,None,Reactive,4.57,28,50,22,1350,125.0,15.0,27.0,1,0,74.0,1.0
A130B680,V,30,None,Reactive,5.01,32,50,18,1350,125.0,12.0,27.0,1,0,76.0,1.0
A130B680,V,30,None,Reactive,15.42,48,60,12,1350,125.0,12.0,27.0,1,1,65.0,1.0
A130B680,V,30,None,Reactive,7.19,29,50,21,1350,125.0,12.0,27.0,1,1,73.0,1.0
A130B680,V,30,None,Reactive,14.53,50,60,10,1350,125.0,12.0,27.0,1,1,80.0,1.0
18006,CT,80,None,Reactive,3.8,68,88,20,8300,195.0,10.0,25.0,1,0,145.0,1.0
18006,CT,80,None,Reactive,6.93,97,110,13,8300,195.0,10.0,25.0,1,0,75.0,1.0
18006,CT,80,None,Reactive,1.86,35,50,15,8300,195.0,10.0,25.0,1,0,72.0,1.0
18006,CT,80,None,Reactive,10.12,150,180,30,8300,195.0,10.0,25.0,1,1,90.0,1.0
18006,CT,80,None,Reactive,8.52,122,150,28,8300,195.0,10.0,25.0,1,0,90.0,1.0
18006,CT,80,None,Reactive,4.56,62,80,18,8300,195.0,10.0,25.0,1,0,98.0,1.0
18006,CT,80,None,Reactive,5.76,77,100,23,8300,195.0,10.0,25.0,1,1,99.0,1.0
18006,CT,80,None,Reactive,4.71,84,110,26,8300,165.0,10.0,25.0,1,1,88.0,1.0
18006,CT,80,None,Reactive,8.4,125,140,15,8300,165.0,10.0,25.0,1,1,85.0,1.0
18006,CT,80,None,Reactive,2.3,35,50,15,8300,165.0,10.0,25.0,1,0,77.0,1.0
18006,CT,80,None,Reactive,6.78,92,110,18,8300,195.0,10.0,25.0,1,1,100.0,1.0
18006,CT,80,None,Reactive,8.45,115,140,25,8300,155.0,10.0,25.0,1,1,90.0,1.0
A130B459,V,30,None,Pigment,1.43,31,55,24,3535,195.0,6.0,65.0,1,1,100.0,2.0
A130C150,ST,30,Peach,Pigment,23.44,183,200,17,3450,195.0,8.0,70.0,1,1,115.0,2.0
A132B006,CT,32,Peach,Pigment,11.68,159,180,21,8100,155.0,10.0,40.0,1,1,116.0,2.0
A132B006,CT,32,Peach,Pigment,2.94,63,80,17,8100,155.0,10.0,40.0,1,1,86.0,2.0
A132B006,CT,32,Peach,Pigment,2.0,55,70,15,8100,155.0,10.0,40.0,1,1,78.0,2.0
A132B006,CT,32,Peach,Pigment,3.08,47,60,13,8100,155.0,10.0,40.0,1,1,44.0,2.0
A132B006,CT,32,Peach,Pigment,4.3,56,75,19,8100,155.0,10.0,40.0,1,1,77.0,2.0
A132B006,CT,32,Peach,Pigment,6.24,89,100,11,8100,155.0,8.0,40.0,1,1,81.0,2.0
A132B006,CT,32,Peach,Pigment,72.84,789,800,11,8100,125.0,10.0,40.0,1,2,85.0,2.0
A132B006,CT,32,Peach,Pigment,4.32,62,75,13,8100,155.0,8.0,40.0,1,1,91.0,2.0
120109,ST,20,Peach,Pigment,7.53,112,130,18,5800,165.0,15.0,35.0,3,3,125.0,2.0
120109,ST,20,Peach,Pigment,11.7,178,190,12,5800,195.0,15.0,35.0,3,3,110.0,2.0
120109,ST,20,Peach,Pigment,13.31,180,200,20,5800,165.0,10.0,35.0,3,2,100.0,2.0
A145A279,SPC,45,None,Pigment,1.48,45,55,10,3100,125.0,8.0,50.0,3,3,100.0,2.0
A145A279,SPC,45,None,Pigment,74.35,374,390,16,3100,125.0,10.0,50.0,3,3,90.0,2.0
A132A901,ST,32,Peach,Pigment,0.34,80,120,40,7790,195.0,8.0,40.0,1,1,96.0,2.0
A145A279,SPC,45,None,Pigment,35.75,145,160,15,2300,125.0,12.0,50.0,1,1,63.0,2.0
A145A279,SPC,45,None,Pigment,15.25,82,100,18,2300,125.0,12.0,50.0,1,0,75.0,2.0
A145A279,SPC,45,None,Pigment,15.71,83,100,17,2300,125.0,8.0,50.0,1,0,70.0,2.0
A145A279,SPC,45,None,Pigment,2.98,35,50,15,3445,155.0,10.0,40.0,1,0,90.0,2.0
A145A279,SPC,45,None,Pigment,1.28,23,40,17,3445,155.0,10.0,40.0,1,1,95.0,2.0
140367,CT,40,Peach,Discharge,0.71,22,40,18,2162,195.0,6.0,30.0,1,1,58.0,2.0
140367,CT,40,Peach,Discharge,0.19,24,40,16,2162,165.0,6.0,30.0,1,1,62.0,2.0
140367,CT,40,Peach,Discharge,0.73,25,40,15,2162,165.0,6.0,30.0,1,1,59.0,2.0
140367,CT,40,Peach,Discharge,2.53,28,40,12,2162,155.0,6.0,30.0,1,1,80.0,2.0
140367,CT,40,Peach,Discharge,2.7,26,40,14,2162,155.0,8.0,30.0,1,0,,2.0
A140A622,V,40,None,Pigment,19.53,68,70,2,1560,125.0,12.0,40.0,3,3,80.0,2.0
A120A528,V,20,None,Discharge,8.58,48,57,9,2185,165.0,8.0,40.0,3,3,88.0,2.0
A120A528,V,20,None,Discharge,1.11,44,60,16,2185,165.0,8.0,40.0,3,1,64.0,2.0
A120A528,V,20,None,Discharge,9.92,79,100,21,2185,165.0,8.0,40.0,3,3,57.0,2.0
A120A528,V,20,None,Discharge,3.56,34,45,11,2185,165.0,8.0,40.0,3,3,59.0,2.0
A120A528,V,20,None,Discharge,10.85,45,55,10,2185,165.0,8.0,40.0,3,1,61.0,2.0
130Q28,ST,30,None,Pigment,5.9,37,50,13,2370,195.0,8.0,35.0,4,1,94.0,2.0
130Q28,ST,30,None,Pigment,29.93,124,140,16,2370,155.0,10.0,35.0,4,2,73.0,2.0
130Q28,ST,30,None,Pigment,12.31,68,77,9,2370,155.0,10.0,35.0,4,1,72.0,2.0
130Q28,ST,30,None,Pigment,6.2,40,55,15,2370,125.0,10.0,35.0,4,4,70.0,2.0
18006,CT,80,None,Pigment,24.61,132,159,27,3984,155.0,10.0,40.0,2,2,119.0,2.0
18006,CT,80,None,Pigment,24.61,124,159,35,3984,155.0,10.0,40.0,2,2,103.0,2.0
14015,CT,40,None,Discharge,2.66,45,62,17,3830,155.0,8.0,40.0,4,4,45.0,2.0
14015,CT,40,None,Discharge,2.0,35,50,15,3830,155.0,8.0,40.0,4,1,116.0,2.0
14000313,CT,40,None,Discharge,4.13,66,80,14,4470,125.0,10.0,30.0,1,1,65.0,2.0
14015,CT,40,None,Pigment,2.92,30,40,10,1225,165.0,6.0,45.0,0,0,125.0,2.0
14015,CT,40,None,Pigment,0.56,23,40,17,1225,155.0,8.0,45.0,0,0,130.0,2.0
A150B593,ST,50,None,Discharge,0.02,28,46,18,1190,195.0,10.0,40.0,4,2,60.0,2.0
A150B593,ST,50,None,Discharge,0.01,29,48,19,1190,195.0,12.0,40.0,4,3,85.0,2.0
A150B593,ST,50,None,Discharge,3.97,43,60,17,1190,195.0,10.0,40.0,4,4,86.0,2.0
18006,CT,80,None,Pigment,3.03,27,40,13,2760,165.0,6.0,30.0,3,1,110.0,2.0
18006,CT,80,None,Pigment,1.73,40,51,11,2760,155.0,8.0,30.0,3,3,72.0,2.0
18006,CT,80,None,Pigment,0.42,22,40,18,2760,155.0,8.0,30.0,3,1,65.0,2.0
18006,CT,80,None,Pigment,0.79,31,40,9,2760,155.0,8.0,30.0,3,3,72.0,2.0
18006,CT,80,None,Pigment,9.16,31,46,15,2760,155.0,10.0,30.0,3,1,74.0,2.0
A145A279,SPC,45,None,Pigment,1.48,30,40,10,4520,125.0,10.0,50.0,2,1,97.0,2.0
A145A279,SPC,45,None,Pigment,74.35,446,464,18,4520,125.0,10.0,50.0,2,2,92.0,2.0
13000437,CV,30,Raise,Discharge,4.48,224,240,16,18946,165.0,10.0,30.0,2,0,81.0,2.0
13000437,CV,30,Raise,Discharge,1.93,137,150,13,18946,165.0,15.0,30.0,2,2,56.0,2.0
18006,CT,80,None,Reactive,89.21,1182,1200,18,15750,155.0,10.0,45.0,3,3,91.0,2.0
18006,CT,80,None,Reactive,0.71,40,60,20,15750,125.0,8.0,45.0,3,0,95.0,2.0
A145A279,SPC,45,None,Pigment,2.98,39,55,16,4910,155.0,10.0,40.0,1,1,113.0,2.0
A145A279,SPC,45,None,Pigment,1.28,33,44,11,4910,155.0,10.0,40.0,1,1,103.0,2.0
A130K00,ST,30,None,Pigment,12.78,95,107,12,4350,165.0,6.0,65.0,2,2,127.0,2.0
A140C096,CT,40,None,Pigment,9.92,30,50,20,1230,125.0,12.0,40.0,5,1,110.0,2.0
A140C096,CT,40,None,Pigment,69.21,182,200,18,1230,125.0,12.0,40.0,5,5,90.0,2.0
150264,CT,50,None,Pigment,12.34,42,60,18,1360,195.0,6.0,60.0,1,1,78.0,2.0
A132A901,ST,32,Peach,Pigment,0.34,21,40,19,2950,195.0,8.0,35.0,0,0,120.0,2.0
A145A387,PC,45,None,Pigment,11.13,284,300,16,13510,165.0,6.0,80.0,2,2,150.0,2.0
140367,CT,40,Peach,Pigment,1.48,34,50,16,3592,165.0,6.0,80.0,1,1,92.0,2.0
140367,CT,40,Peach,Pigment,8.39,77,90,13,3592,165.0,6.0,80.0,1,0,81.0,2.0
14015,CT,40,None,Discharge,2.92,29,40,11,1950,165.0,8.0,50.0,2,2,95.0,2.0
14015,CT,40,None,Discharge,0.56,20,30,10,1950,155.0,10.0,50.0,2,0,55.0,2.0
130D07,CT,30,Peach,Discharge,0.12,22,40,18,1575,165.0,6.0,25.0,2,0,63.0,2.0
130D07,CT,30,Peach,Discharge,0.83,25,40,15,1575,125.0,12.0,25.0,2,1,62.0,2.0
130D07,CT,30,Peach,Discharge,0.5,22,40,18,1575,125.0,10.0,25.0,2,0,58.0,2.0
130D07,CT,30,Peach,Discharge,0.52,24,44,20,1575,125.0,12.0,25.0,2,2,55.0,2.0
130D07,CT,30,Peach,Discharge,1.55,26,40,14,1575,125.0,10.0,25.0,2,1,51.0,2.0
130D07,CT,30,Peach,Discharge,1.25,24,40,16,1575,125.0,8.0,25.0,2,1,67.0,2.0
130D07,CT,30,Peach,Discharge,0.65,28,40,12,1575,125.0,8.0,25.0,2,0,54.0,2.0
140367,CT,40,Peach,Discharge,0.71,22,40,18,2340,195.0,6.0,30.0,1,0,52.0,2.0
140367,CT,40,Peach,Discharge,0.19,23,42,19,2340,165.0,6.0,30.0,1,1,53.0,2.0
140367,CT,40,Peach,Discharge,0.73,23,47,24,2340,165.0,6.0,30.0,1,1,50.0,2.0
140367,CT,40,Peach,Discharge,2.53,24,43,19,2340,155.0,6.0,30.0,1,1,51.0,2.0
140367,CT,40,Peach,Discharge,2.7,22,40,18,2340,155.0,6.0,30.0,1,1,55.0,2.0
130K00,ST,30,None,Pigment,12.78,148,159,11,4508,165.0,6.0,80.0,2,2,175.0,2.0
13000437,CV,30,Raise,Pigment,0.49,28,40,12,3940,195.0,12.0,40.0,2,0,102.0,2.0
13000437,CV,30,Raise,Pigment,0.06,25,40,15,3940,125.0,12.0,40.0,2,1,100.0,2.0
13000437,CV,30,Raise,Pigment,0.12,27,40,13,3940,125.0,12.0,40.0,2,2,72.0,2.0
13000437,CV,30,Raise,Pigment,5.08,42,60,18,3940,125.0,12.0,40.0,2,2,68.0,2.0
13000437,CV,30,Raise,Pigment,0.14,27,40,13,3940,125.0,12.0,40.0,2,1,64.0,2.0
13000437,CV,30,Raise,Pigment,0.12,24,40,16,3940,125.0,12.0,40.0,2,2,62.0,2.0
13000437,CV,30,Raise,Pigment,0.06,25,40,15,3940,125.0,12.0,40.0,2,2,60.0,2.0
13000437,CV,30,Raise,Pigment,0.04,23,40,17,3940,125.0,12.0,40.0,2,1,70.0,2.0
A1400232,CT,40,None,Discharge,2.23,22,40,18,1147,195.0,10.0,50.0,0,0,84.0,2.0
A1400232,CT,40,None,Discharge,0.63,20,40,20,1147,195.0,10.0,50.0,0,0,74.0,2.0
150264,CT,50,None,Pigment,10.54,35,50,15,1205,165.0,8.0,30.0,0,0,92.0,2.0
150264,CT,50,None,Pigment,10.96,33,50,17,1205,165.0,8.0,30.0,0,0,80.0,2.0
150264,CT,50,None,Pigment,11.42,38,50,12,1205,165.0,8.0,30.0,0,0,74.0,2.0
150264,CT,50,None,Pigment,11.41,36,50,14,1205,165.0,8.0,30.0,0,0,72.0,2.0
13000437,CV,30,Raise,Discharge,0.17,45,60,15,14600,155.0,10.0,25.0,3,0,52.0,3.0
13000437,CV,30,Raise,Discharge,1.16,60,75,15,14600,155.0,12.0,25.0,3,0,48.0,3.0
13000437,CV,30,Raise,Discharge,0.56,86,96,10,14600,155.0,15.0,25.0,3,3,48.0,3.0
13000437,CV,30,Raise,Discharge,1.91,98,120,22,14600,155.0,15.0,25.0,3,0,55.0,3.0
16000173,CT,60,None,Reactive,23.65,183,200,17,3980,165.0,10.0,30.0,3,1,82.0,3.0
16000173,CT,60,None,Reactive,83.79,550,660,110,3980,165.0,10.0,30.0,3,3,73.0,3.0
16009,CT,60,None,Reactive,9.99,38,50,12,960,155.0,12.0,30.0,1,1,59.0,3.0
16009,CT,60,None,Reactive,54.29,81,100,19,960,155.0,12.0,30.0,1,1,64.0,3.0
A130B609,V,30,None,Reactive,90.28,350,360,10,2130,125.0,15.0,30.0,1,1,73.0,3.0
A130B609,V,30,None,Reactive,12.02,64,80,16,2130,125.0,12.0,30.0,1,1,82.0,3.0
1400398,CV,40,None,Reactive,5.21,29,50,21,1465,125.0,15.0,30.0,3,2,72.0,3.0
1400398,CV,40,None,Reactive,18.65,66,77,11,1465,125.0,15.0,30.0,3,2,69.0,3.0
1400398,CV,40,None,Reactive,22.13,61,70,9,1465,125.0,15.0,30.0,3,3,75.0,3.0
1400398,CV,40,None,Reactive,17.33,48,70,22,1465,125.0,15.0,30.0,3,2,77.0,3.0
1400398,CV,40,None,Reactive,19.64,58,70,12,1465,125.0,15.0,30.0,3,2,73.0,3.0
1400398,CV,40,None,Reactive,17.98,56,70,14,1465,125.0,15.0,30.0,3,2,74.0,3.0
16009,CT,60,None,Reactive,9.99,171,190,19,7397,155.0,12.0,35.0,3,2,66.0,3.0
16009,CT,60,None,Reactive,47.27,453,480,27,7397,155.0,12.0,35.0,3,3,71.0,3.0
18006,CT,80,None,Reactive,49.1,182,200,18,2270,155.0,10.0,35.0,1,1,77.0,3.0
18006,CT,80,None,Reactive,73.83,1168,1200,32,13170,155.0,10.0,40.0,3,3,69.0,3.0
140324,ST,40,None,Pigment,3.25,92,110,18,9440,165.0,6.0,45.0,2,0,150.0,1.0
140324,ST,40,None,Pigment,2.18,51,99,48,9440,125.0,8.0,45.0,2,0,106.0,1.0
140324,ST,40,None,Pigment,0.86,24,40,16,9440,125.0,8.0,45.0,2,0,120.0,1.0
140324,ST,40,None,Pigment,68.21,670,940,270,9440,125.0,10.0,45.0,2,0,130.0,1.0
140324,ST,40,None,Pigment,3.34,59,80,21,9440,125.0,10.0,45.0,2,0,120.0,1.0
140324,ST,40,None,Pigment,3.34,61,80,19,9440,125.0,6.0,45.0,2,0,100.0,1.0
140324,ST,40,None,Pigment,5.36,92,120,28,9440,125.0,10.0,45.0,2,2,120.0,1.0
140324,ST,40,None,Pigment,1.8,32,50,18,9440,125.0,10.0,45.0,2,0,100.0,1.0
140324,ST,40,None,Pigment,0.82,21,40,19,9440,125.0,8.0,45.0,2,0,102.0,1.0
140324,ST,40,None,Pigment,5.09,116,140,24,9440,125.0,10.0,45.0,2,1,108.0,1.0
140324,ST,40,None,Pigment,0.2,42,65,23,9440,125.0,6.0,45.0,2,0,112.0,1.0
130K00,ST,30,None,Pigment,26.92,269,284,15,4765,195.0,10.0,55.0,2,2,100.0,1.0
18006,CT,80,None,Pigment,17.08,66,80,14,2065,155.0,12.0,40.0,1,1,,1.0
14015,CT,40,None,Pigment,11.61,34,50,16,1400,195.0,8.0,70.0,0,0,135.0,1.0
A130B609,V,30,None,Reactive,64.56,418,440,22,3360,125.0,15.0,26.0,1,1,72.0,3.0
18006,CT,80,None,Reactive,73.28,1004,1030,26,12194,155.0,10.0,45.0,2,2,71.0,3.0
18006,CT,80,None,Reactive,3.52,96,120,24,12194,155.0,10.0,45.0,2,1,78.0,3.0
18006,CT,80,None,Reactive,73.83,888,960,72,11530,155.0,10.0,40.0,2,2,75.0,3.0
14000313,CT,40,None,Discharge,1.0,30,50,20,12200,155.0,8.0,50.0,1,0,65.0,1.0
14000313,CT,40,None,Discharge,0.75,35,50,15,12200,155.0,10.0,50.0,1,1,52.0,1.0
14000313,CT,40,None,Discharge,0.8,30,40,10,12200,165.0,12.0,50.0,1,0,48.0,1.0
14000313,CT,40,None,Discharge,3.8,15,40,25,1700,125.0,,,1,1,72.0,1.0
A132B006,CT,32,Peach,Pigment,0.6,69,90,21,7896,195.0,10.0,37.0,1,0,75.0,1.0
A132B006,CT,32,Peach,Pigment,5.74,115,130,15,7896,195.0,10.0,37.0,1,0,76.0,1.0
A132B006,CT,32,Peach,Pigment,5.74,100,120,20,7896,195.0,10.0,37.0,1,0,73.0,1.0
A132B006,CT,32,Peach,Pigment,2.58,60,74,14,7896,195.0,10.0,37.0,1,0,73.0,1.0
A132B006,CT,32,Peach,Pigment,10.0,210,230,20,7896,195.0,10.0,37.0,1,0,74.0,1.0
A132B006,CT,32,Peach,Pigment,3.23,88,101,13,7896,195.0,10.0,37.0,1,1,74.0,1.0
A132B006,CT,32,Peach,Pigment,2.44,34,44,10,7896,195.0,10.0,37.0,1,0,73.0,1.0
14000313,CT,40,None,Discharge,1.1,25,40,15,3225,155.0,8.0,30.0,1,0,69.0,1.0
14000313,CT,40,None,Discharge,0.75,30,46,16,3225,155.0,8.0,30.0,1,1,65.0,1.0
14000313,CT,40,None,Discharge,0.81,20,40,20,3225,165.0,12.0,30.0,1,0,72.0,1.0
130D07,CT,30,Peach,Reactive,43.66,130,150,20,1465,125.0,15.0,25.0,4,1,72.0,1.0
130D07,CT,30,Peach,Reactive,19.72,78,104,26,1465,125.0,15.0,25.0,4,3,75.0,1.0
130D07,CT,30,Peach,Reactive,8.21,42,59,17,1465,125.0,15.0,25.0,4,3,71.0,1.0
130D07,CT,30,Peach,Reactive,9.38,44,60,16,1465,125.0,12.0,25.0,4,3,70.0,1.0
130D07,CT,30,Peach,Reactive,6.93,55,100,45,1465,125.0,12.0,25.0,4,4,73.0,1.0
130D07,CT,30,Peach,Reactive,4.19,38,57,19,1465,125.0,12.0,25.0,4,2,70.0,1.0
130D07,CT,30,Peach,Reactive,9.78,35,55,20,1465,125.0,12.0,25.0,4,3,69.0,1.0
130D07,CT,30,Peach,Reactive,1.01,32,55,23,1465,125.0,12.0,25.0,4,2,72.0,1.0
140367,CT,40,Peach,Discharge,1.52,26,40,14,2270,125.0,10.0,35.0,2,1,48.0,1.0
140367,CT,40,Peach,Discharge,1.52,23,40,17,2270,125.0,8.0,35.0,2,0,45.0,
140367,CT,40,Peach,Discharge,0.19,25,40,15,2270,125.0,6.0,35.0,2,0,50.0,
140367,CT,40,Peach,Discharge,0.63,20,40,20,2270,125.0,8.0,35.0,2,2,46.0,
150264,CT,50,None,Discharge,2.74,12,40,28,1250,165.0,6.0,70.0,1,0,73.0,1.0
150264,CT,50,None,Discharge,2.74,10,40,30,1250,165.0,6.0,70.0,1,0,62.0,
150264,CT,50,None,Discharge,2.74,15,40,25,1250,165.0,6.0,70.0,1,0,70.0,
150264,CT,50,None,Discharge,2.74,19,44,25,1250,165.0,6.0,70.0,1,1,100.0,
14000398,CV,40,None,Reactive,1.03,82,97,15,3150,125.0,12.0,30.0,2,1,68.0,
14000398,CV,40,None,Reactive,37.14,240,260,20,3150,125.0,15.0,30.0,2,2,65.0,
14000398,CV,40,None,Reactive,4.51,52,70,18,3150,125.0,12.0,30.0,2,2,69.0,
14000398,CV,40,None,Reactive,12.67,95,105,10,3150,125.0,15.0,30.0,2,1,68.0,
150264,CT,50,None,Discharge,12.34,34,50,16,1350,195.0,6.0,45.0,0,0,49.0,
150264,CT,50,None,Discharge,4.72,27,40,13,1190,165.0,8.0,50.0,1,1,41.0,
A140C096,CT,40,None,Pigment,6.18,73,89,16,3900,125.0,10.0,35.0,3,2,90.0,
A140C096,CT,40,None,Pigment,4.77,58,76,18,3900,125.0,10.0,35.0,3,3,94.0,
A140C096,CT,40,None,Pigment,3.14,44,65,21,3900,125.0,10.0,35.0,3,2,102.0,
A140C096,CT,40,None,Pigment,6.5,69,89,20,3900,125.0,10.0,35.0,3,2,96.0,
A140C096,CT,40,None,Pigment,3.86,40,55,15,3900,125.0,10.0,35.0,3,2,100.0,
A140C096,CT,40,None,Pigment,4.53,43,60,17,3900,125.0,10.0,35.0,3,1,105.0,
A140C096,CT,40,None,Pigment,1.96,22,50,28,3900,125.0,10.0,35.0,3,1,112.0,
A132B006,CT,32,Peach,Pigment,3.0,160,180,20,17400,195.0,10.0,45.0,3,1,,
A132B006,CT,32,Peach,Pigment,4.02,135,150,15,17400,195.0,10.0,45.0,3,0,,
A132B006,CT,32,Peach,Pigment,10.3,275,300,25,17400,195.0,10.0,45.0,3,3,,
A132B006,CT,32,Peach,Pigment,4.91,182,200,18,17400,195.0,10.0,45.0,3,0,,
A132B006,CT,32,Peach,Pigment,35.85,625,650,25,17400,195.0,6.0,45.0,3,0,,
A132B006,CT,32,Peach,Pigment,21.08,432,460,28,17400,195.0,10.0,45.0,3,0,,
A132B006,CT,32,Peach,Pigment,12.15,259,280,21,17400,195.0,10.0,45.0,3,1,,
A130B609,V,30,None,Reactive,2.81,50,70,20,2120,165.0,12.0,30.0,3,2,97.0,
A130B609,V,30,None,Reactive,8.58,66,80,14,2120,165.0,12.0,30.0,3,2,85.0,
A130B609,V,30,None,Reactive,2.2,46,70,24,2120,165.0,12.0,30.0,3,0,90.0,
A130B609,V,30,None,Reactive,7.36,60,80,20,2120,165.0,12.0,30.0,3,2,87.0,
A130B609,V,30,None,Reactive,9.03,82,100,18,2120,165.0,12.0,30.0,3,3,84.0,
A130B609,V,30,None,Reactive,17.44,90,110,20,2000,125.0,15.0,25.0,3,2,68.0,
A130B609,V,30,None,Reactive,48.24,238,260,22,2000,125.0,15.0,25.0,3,3,69.0,
A130B609,V,30,None,Reactive,31.35,133,150,17,2000,125.0,12.0,25.0,3,3,90.0,
14000313,CT,40,None,Discharge,1.0,39,50,11,18120,155.0,8.0,30.0,0,0,110.0,
14000313,CT,40,None,Discharge,0.75,40,50,10,18120,155.0,8.0,30.0,0,0,118.0,
14000313,CT,40,None,Discharge,0.8,37,50,13,18120,165.0,12.0,30.0,0,0,66.0,
A1400232,CT,40,None,Discharge,1.34,28,40,12,1150,195.0,15.0,25.0,0,0,64.0,
150264,CT,50,None,Discharge,10.67,29,40,11,1165,195.0,6.0,40.0,3,3,73.0,
A1400232,CT,40,None,Discharge,1.13,29,40,11,1100,195.0,10.0,40.0,1,1,67.0,
